id,app,category,rating,helpful_votes
241,Lookback,user research,4,21
244,Dovetail,research repository,4,21
366,Maze,usability testing,4,21
124,Fieldkit,field research,4,20
291,Dovetail,research repository,4,19
30,Dovetail,research repository,4,18
130,Miro,collaborative whiteboard,4,18
153,Lookback,user research,4,18
254,Miro,collaborative whiteboard,4,18
255,Lookback,user research,4,18
437,Lookback,user research,4,18
213,Maze,usability testing,4,17
411,Miro,collaborative whiteboard,4,17
415,Lookback,user research,4,17
35,Lookback,user research,4,16
39,Lookback,user research,4,16
74,Miro,collaborative whiteboard,4,16
326,Miro,collaborative whiteboard,4,16
466,Fieldkit,field research,4,16
18,Lookback,user research,4,15
45,Fieldkit,field research,4,15
67,Lookback,user research,4,15
95,Miro,collaborative whiteboard,4,15
113,Maze,usability testing,4,15
252,Lookback,user research,4,15
356,Miro,collaborative whiteboard,4,15
357,Fieldkit,field research,4,15
195,Dovetail,research repository,4,14
318,Lookback,user research,4,14
453,Maze,usability testing,4,14
167,Miro,collaborative whiteboard,4,13
237,Maze,usability testing,4,13
60,Lookback,user research,4,12
90,Dovetail,research repository,4,12
91,Miro,collaborative whiteboard,4,12
256,Fieldkit,field research,4,12
51,Lookback,user research,4,11
82,Fieldkit,field research,4,11
125,Maze,usability testing,4,11
251,Dovetail,research repository,4,11
471,Maze,usability testing,4,11
302,Miro,collaborative whiteboard,4,10
386,Fieldkit,field research,4,10
478,Dovetail,research repository,4,10
228,Lookback,user research,4,9
286,Miro,collaborative whiteboard,4,8
400,Maze,usability testing,4,8
476,Miro,collaborative whiteboard,4,8
94,Lookback,user research,4,7
264,Lookback,user research,4,7
28,Maze,usability testing,4,6
93,Fieldkit,field research,4,6
141,Lookback,user research,4,6
174,Lookback,user research,4,6
360,Dovetail,research repository,4,6
416,Miro,collaborative whiteboard,4,6
449,Dovetail,research repository,4,6
12,Lookback,user research,4,5
275,Lookback,user research,4,5
311,Miro,collaborative whiteboard,4,5
36,Maze,usability testing,4,4
114,Dovetail,research repository,4,4
138,Dovetail,research repository,4,4
156,Miro,collaborative whiteboard,4,4
234,Fieldkit,field research,4,3
351,Dovetail,research repository,4,3
441,Maze,usability testing,4,3
9,Dovetail,research repository,4,2
197,Fieldkit,field research,4,2
310,Dovetail,research repository,4,2
355,Miro,collaborative whiteboard,4,2
451,Maze,usability testing,4,2
322,Dovetail,research repository,4,1
341,Fieldkit,field research,4,1
387,Maze,usability testing,4,1
41,Maze,usability testing,4,0
488,Maze,usability testing,4,0
279,Miro,collaborative whiteboard,3,46
300,Fieldkit,field research,3,46
392,Miro,collaborative whiteboard,3,46
10,Miro,collaborative whiteboard,3,45
253,Maze,usability testing,3,45
270,Maze,usability testing,3,45
421,Lookback,user research,3,45
56,Dovetail,research repository,3,43
202,Maze,usability testing,3,42
293,Miro,collaborative whiteboard,3,41
368,Miro,collaborative whiteboard,3,41
428,Fieldkit,field research,3,40
481,Lookback,user research,3,40
34,Lookback,user research,3,39
301,Dovetail,research repository,3,36
336,Maze,usability testing,3,36
345,Dovetail,research repository,3,36
288,Maze,usability testing,3,33
455,Miro,collaborative whiteboard,3,33
188,Dovetail,research repository,3,32
236,Maze,usability testing,3,32
62,Lookback,user research,3,31
187,Maze,usability testing,3,31
303,Maze,usability testing,3,31
191,Miro,collaborative whiteboard,3,30
313,Dovetail,research repository,3,30
346,Lookback,user research,3,29
497,Maze,usability testing,3,29
219,Miro,collaborative whiteboard,3,28
459,Fieldkit,field research,3,28
13,Fieldkit,field research,3,27
249,Fieldkit,field research,3,26
473,Fieldkit,field research,3,26
49,Dovetail,research repository,3,25
47,Dovetail,research repository,3,24
226,Maze,usability testing,3,22
146,Lookback,user research,3,21
267,Fieldkit,field research,3,20
287,Maze,usability testing,3,20
48,Miro,collaborative whiteboard,3,19
110,Fieldkit,field research,3,18
268,Fieldkit,field research,3,17
283,Dovetail,research repository,3,17
37,Lookback,user research,3,15
376,Dovetail,research repository,3,15
457,Fieldkit,field research,3,15
417,Dovetail,research repository,3,14
435,Miro,collaborative whiteboard,3,13
440,Miro,collaborative whiteboard,3,11
325,Dovetail,research repository,3,9
92,Maze,usability testing,3,8
407,Lookback,user research,3,8
258,Lookback,user research,3,6
372,Fieldkit,field research,3,6
144,Maze,usability testing,3,5
61,Fieldkit,field research,3,4
175,Dovetail,research repository,3,4
409,Lookback,user research,3,4
23,Lookback,user research,3,3
467,Maze,usability testing,3,3
53,Lookback,user research,3,0
281,Lookback,user research,2,46
472,Miro,collaborative whiteboard,2,43
120,Miro,collaborative whiteboard,2,41
369,Maze,usability testing,2,40
305,Dovetail,research repository,2,39
111,Miro,collaborative whiteboard,2,35
172,Maze,usability testing,2,33
224,Fieldkit,field research,2,33
447,Fieldkit,field research,2,33
151,Fieldkit,field research,2,31
340,Fieldkit,field research,2,30
179,Maze,usability testing,2,29
232,Miro,collaborative whiteboard,2,29
375,Fieldkit,field research,2,27
223,Lookback,user research,2,26
230,Fieldkit,field research,2,26
259,Miro,collaborative whiteboard,2,26
403,Lookback,user research,2,26
233,Lookback,user research,2,23
163,Fieldkit,field research,2,21
433,Fieldkit,field research,2,21
128,Dovetail,research repository,2,19
323,Lookback,user research,2,18
103,Miro,collaborative whiteboard,2,16
308,Dovetail,research repository,2,16
33,Lookback,user research,2,15
401,Miro,collaborative whiteboard,2,15
442,Fieldkit,field research,2,14
445,Lookback,user research,2,13
2,Fieldkit,field research,2,12
148,Fieldkit,field research,2,11
212,Fieldkit,field research,2,10
214,Fieldkit,field research,2,10
373,Maze,usability testing,2,10
43,Fieldkit,field research,2,9
112,Miro,collaborative whiteboard,2,9
274,Maze,usability testing,2,9
27,Fieldkit,field research,2,8
152,Miro,collaborative whiteboard,2,8
157,Fieldkit,field research,2,3
80,Dovetail,research repository,2,2
426,Maze,usability testing,2,2
217,Lookback,user research,2,1
371,Miro,collaborative whiteboard,1,44
238,Fieldkit,field research,1,43
118,Miro,collaborative whiteboard,1,41
317,Maze,usability testing,1,38
1,Fieldkit,field research,1,37
412,Dovetail,research repository,1,35
52,Maze,usability testing,1,32
165,Lookback,user research,1,31
200,Fieldkit,field research,1,31
216,Lookback,user research,1,28
344,Miro,collaborative whiteboard,1,24
239,Lookback,user research,1,23
204,Miro,collaborative whiteboard,1,22
397,Miro,collaborative whiteboard,1,21
207,Miro,collaborative whiteboard,1,20
446,Dovetail,research repository,1,20
480,Miro,collaborative whiteboard,1,20
105,Lookback,user research,1,17
284,Fieldkit,field research,1,15
75,Miro,collaborative whiteboard,1,14
189,Lookback,user research,1,11
32,Maze,usability testing,1,10
182,Dovetail,research repository,1,10
315,Maze,usability testing,1,10
147,Lookback,user research,1,7
422,Maze,usability testing,1,7
321,Fieldkit,field research,1,6
108,Lookback,user research,1,0
367,Fieldkit,field research,1,0
